Time (ns);Current (nA);Voltage (mV);Energy (uJ);DSR
"654740000";"2210700";"3297";"4770.3";""
"655873000";"2210700";"3297";"4779.4";""
"657005000";"2210700";"3297";"4788.4";""
"658079000";"2210700";"3297";"4793.3";""
"659276000";"2107700";"3297";"4802.4";""
"660409000";"2107700";"3297";"4811.5";""
"661542000";"2107700";"3296";"4820.2";""
"662675000";"2107700";"3296";"4829.3";""
"663754000";"2107700";"3297";"4834.2";""
"664952000";"2107700";"3297";"4843.3";""
"666084000";"2224700";"3297";"4852.4";""
"667217000";"2224700";"3297";"4861.1";""
"668348000";"2224700";"3297";"4870.2";""
"669421000";"2224700";"3297";"4875.1";""
"670620000";"2224700";"3297";"4884.2";""
"671752000";"2224700";"3297";"4893.3";""
"672885000";"2210300";"3297";"4902.0";""
"674022000";"2210300";"3297";"4911.1";""
"675096000";"2210300";"3297";"4916.4";""
"676294000";"2210300";"3297";"4925.5";""
"677427000";"2210300";"3297";"4934.2";""
"678559000";"2210300";"3297";"4943.3";""
"679692000";"2225400";"3297";"4952.0";""
"680765000";"2225400";"3297";"4957.3";""
"681967000";"2225400";"3297";"4966.4";""
"683101000";"2225400";"3297";"4975.1";""
"684239000";"2225400";"3297";"4984.2";""
"685372000";"2225400";"3297";"4992.9";""
"686445000";"2225400";"3297";"4998.2";""
"687644000";"2106000";"3297";"5007.3";""
"688776000";"2106000";"3297";"5016.0";""
"689909000";"2106000";"3297";"5025.1";""
"691041000";"2106000";"3297";"5033.8";""
"692115000";"2106000";"3297";"5039.1";""
"693318000";"2106000";"3297";"5048.2";""
"694451000";"2208000";"3297";"5056.9";""
"695584000";"2208000";"3297";"5066.0";""
"696716000";"2208000";"3297";"5075.1";""
"697789000";"2208000";"3297";"5080.0";""
"698988000";"2208000";"3297";"5089.1";""
"700121000";"2208000";"3297";"5098.2";""
"701254000";"2226600";"3297";"5106.9";""
"702386000";"2226600";"3297";"5116.0";""
"703464000";"2226600";"3297";"5121.2";""
"704662000";"2226600";"3297";"5129.9";""
"705795000";"2226600";"3297";"5139.0";""
"706928000";"2226600";"3297";"5147.8";""
"708060000";"2225600";"3297";"5156.8";""
"709132000";"2225600";"3297";"5161.7";""
"710331000";"2225600";"3297";"5170.8";""
"711463000";"2225600";"3297";"5179.9";""
"712596000";"2225600";"3297";"5188.6";""
"713734000";"2225600";"3297";"5197.7";""
"714807000";"2225600";"3297";"5203.0";""
"716005000";"2107700";"3297";"5212.1";""
