Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"186051000";"598800";"3296";"371.9"
"186264000";"598800";"3296";"372.2"
"186476000";"598800";"3296";"372.6"
"186689000";"598800";"3296";"373.0"
"187100000";"598800";"3296";"374.1"
"187377000";"598800";"3296";"374.5"
"187590000";"598800";"3296";"374.8"
"187802000";"598800";"3296";"375.2"
"188015000";"598800";"3296";"375.9"
"188426000";"598800";"3296";"376.7"
"188637000";"598800";"3296";"377.0"
"188921000";"598800";"3296";"377.4"
"189134000";"598800";"3297";"378.2"
"189346000";"598800";"3297";"378.5"
"189756000";"598800";"3297";"379.3"
"190033000";"598800";"3297";"379.6"
"190245000";"598800";"3297";"380.4"
"190458000";"598800";"3297";"380.7"
"190671000";"598800";"3297";"381.1"
"191081000";"598800";"3297";"381.8"
"191359000";"598800";"3297";"382.6"
"191572000";"598800";"3297";"382.9"
"191784000";"598800";"3297";"383.3"
"191996000";"598800";"3297";"383.7"
"192406000";"598800";"3297";"384.4"
"192684000";"598800";"3297";"385.2"
"192896000";"598800";"3297";"385.5"
"193108000";"598800";"3297";"385.9"
"193320000";"598800";"3297";"386.3"
"193729000";"598800";"3297";"387.0"
"194008000";"598800";"3297";"387.7"
"194220000";"598800";"3297";"388.1"
"194433000";"598800";"3297";"388.5"
