Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"487103000";"2214900";"3297";"3620.0"
"488182000";"2214900";"3297";"3628.4"
"489261000";"2214900";"3297";"3636.3"
"490340000";"2214900";"3297";"3644.7"
"491420000";"2214900";"3297";"3652.6"
"492762000";"2171800";"3297";"3661.3"
"493848000";"2171800";"3297";"3669.6"
"494927000";"2171800";"3297";"3677.6"
"496007000";"2171800";"3297";"3685.9"
"497087000";"2171800";"3297";"3693.9"
"498429000";"2171800";"3297";"3702.6"
"499509000";"2171800";"3297";"3710.5"
"500587000";"2228900";"3297";"3718.9"
"501667000";"2228900";"3297";"3726.8"
"502746000";"2228900";"3297";"3735.1"
"504094000";"2228900";"3297";"3743.8"
"505174000";"2228900";"3297";"3751.8"
"506253000";"2228900";"3297";"3759.8"
"507334000";"2228900";"3297";"3768.1"
"508413000";"2214200";"3297";"3776.0"
"509755000";"2214200";"3297";"3784.7"
"510834000";"2214200";"3297";"3793.1"
"511914000";"2214200";"3297";"3801.0"
"512999000";"2214200";"3297";"3809.4"
"514079000";"2214200";"3297";"3817.7"
"515421000";"2160900";"3297";"3826.0"
"516500000";"2160900";"3297";"3834.3"
"517580000";"2160900";"3297";"3842.7"
"518664000";"2160900";"3297";"3850.6"
"519745000";"2160900";"3297";"3859.0"
"521087000";"2160900";"3297";"3867.7"
"522167000";"2228200";"3297";"3875.6"
"523252000";"2228200";"3297";"3884.0"
"524331000";"2228200";"3297";"3891.9"
"525411000";"2228200";"3297";"3899.9"
"526754000";"2228200";"3297";"3908.6"
"527833000";"2228200";"3297";"3916.5"
"528913000";"2228200";"3297";"3924.8"
"529992000";"2214300";"3297";"3932.8"
"531071000";"2214300";"3297";"3941.1"
"532413000";"2214300";"3297";"3949.5"
"533499000";"2214300";"3297";"3957.8"
"534577000";"2214300";"3297";"3966.1"
"535656000";"2214300";"3297";"3974.1"
"536736000";"2228900";"3297";"3982.4"
"538078000";"2228900";"3297";"3991.1"
